"","Season","Competition","Matchday","Date","Venue","Club","Opponent","Result","Playing_Position","Minute","At_score","Type","Goal_assist"
"601","18/19","LaLiga","38","5/19/19","A","FC Barcelona","SD Eibar","2:02","CF ",31,1.01,"Left-footed shot","Arturo Vidal"
"602","18/19","LaLiga","38","5/19/19","A","FC Barcelona","SD Eibar","2:02","CF ",32,1.02,"Left-footed shot","Ivan Rakitic"
"603","18/19","Copa del Rey","Final","5/25/19","H","FC Barcelona","Valencia CF","1:02","CF ",73,1.02,"Left-footed shot","Clement Lenglet"
"604","19/20","LaLiga","8","10/06-19","H","FC Barcelona","Sevilla FC","4:00","RW ",78,4,"Direct free kick",""
"605","19/20","LaLiga","9","10/19/19","A","FC Barcelona","SD Eibar","0:03","RW ",58,0.02,"Left-footed shot","Antoine Griezmann"
"606","19/20","UEFA Champions League","Group Stage","10/23/19","A","FC Barcelona","SK Slavia Prague","1:02","RW ",3,0.01,"Left-footed shot","Arthur"
"607","19/20","LaLiga","11","10/29/19","H","FC Barcelona","Real Valladolid CF","5:01","RW ",34,3.01,"Direct free kick",""
"608","19/20","LaLiga","11","10/29/19","H","FC Barcelona","Real Valladolid CF","5:01","RW ",75,4.01,"Left-footed shot","Ivan Rakitic"
"609","19/20","LaLiga","12","11-02-19","A","FC Barcelona","Levante UD","3:01","RW ",38,0.01,"Penalty",""
"610","19/20","LaLiga","13","11/09-19","H","FC Barcelona","Celta de Vigo","4:01","RW ",23,1,"Penalty",""
"611","19/20","LaLiga","13","11/09-19","H","FC Barcelona","Celta de Vigo","4:01","RW ",451,2.01,"Direct free kick",""
"612","19/20","LaLiga","13","11/09-19","H","FC Barcelona","Celta de Vigo","4:01","RW ",48,3.01,"Direct free kick",""
"613","19/20","UEFA Champions League","Group Stage","11/27/19","H","FC Barcelona","Borussia Dortmund","3:01","RW ",33,2,"Left-footed shot","Luis Suarez"
"614","19/20","LaLiga","15","12-01-19","A","FC Barcelona","Atletico de Madrid","0:01","RW ",86,0.01,"Left-footed shot","Luis Suarez"
"615","19/20","LaLiga","16","12/07-19","H","FC Barcelona","RCD Mallorca","5:02","RW ",17,2,"Left-footed shot","Antoine Griezmann"
"616","19/20","LaLiga","16","12/07-19","H","FC Barcelona","RCD Mallorca","5:02","RW ",41,3.01,"Left-footed shot","Ivan Rakitic"
"617","19/20","LaLiga","16","12/07-19","H","FC Barcelona","RCD Mallorca","5:02","RW ",83,5.02,"Left-footed shot","Luis Suarez"
"618","19/20","LaLiga","18","12/21/19","H","FC Barcelona","Deportivo Alaves","4:01","RW ",69,3.01,"Left-footed shot","Luis Suarez"
"619","19/20","Supercopa","Semi-Finals","01/09-20","H","FC Barcelona","Atletico de Madrid","2:03","RW ",51,1.01,"Right-footed shot","Luis Suarez"
"620","19/20","LaLiga","20","1/19/20","H","FC Barcelona","Granada CF","1:00","CF ",76,1,"Right-footed shot","Arturo Vidal"
"621","19/20","Copa del Rey","Round of 16","1/30/20","H","FC Barcelona","CD Leganes","5:00","RW ",59,3,"Left-footed shot","Frenkie de Jong"
"622","19/20","Copa del Rey","Round of 16","1/30/20","H","FC Barcelona","CD Leganes","5:00","RW ",89,5,"Left-footed shot","Ivan Rakitic"
"623","19/20","LaLiga","25","2/22/20","H","FC Barcelona","SD Eibar","5:00","SS ",14,1,"Left-footed shot","Ivan Rakitic"
"624","19/20","LaLiga","25","2/22/20","H","FC Barcelona","SD Eibar","5:00","SS ",37,2,"Left-footed shot","Arturo Vidal"
"625","19/20","LaLiga","25","2/22/20","H","FC Barcelona","SD Eibar","5:00","SS ",40,3,"Left-footed shot",""
"626","19/20","LaLiga","25","2/22/20","H","FC Barcelona","SD Eibar","5:00","SS ",87,4,"Left-footed shot",""
"627","19/20","LaLiga","27","03/07-20","H","FC Barcelona","Real Sociedad","1:00","CF ",81,1,"Penalty",""
"628","19/20","LaLiga","28","6/13/20","A","FC Barcelona","RCD Mallorca","0:04","RW ",903,0.04,"Right-footed shot","Luis Suarez"
"629","19/20","LaLiga","29","6/16/20","H","FC Barcelona","CD Leganes","2:00","RW ",69,2,"Penalty",""
"630","19/20","LaLiga","33","6/30/20","H","FC Barcelona","Atletico de Madrid","2:02","SS ",50,2.01,"Penalty",""
"631","19/20","LaLiga","37","7/16/20","H","FC Barcelona","CA Osasuna","1:02","RW ",62,1.01,"Direct free kick",""
"632","19/20","LaLiga","38","7/19/20","A","FC Barcelona","Deportivo Alaves","0:05","RW ",34,0.02,"Left-footed shot","Riqui Puig"
"633","19/20","LaLiga","38","7/19/20","A","FC Barcelona","Deportivo Alaves","0:05","RW ",75,0.05,"Left-footed shot","Jordi Alba"
"634","19/20","UEFA Champions League","last 16","08/08-20","H","FC Barcelona","SSC Napoli","3:01","SS ",23,2,"Left-footed shot",""
"635","20/21","LaLiga","3","9/27/20","H","FC Barcelona","Villarreal CF","4:00","CF ",35,3,"Penalty",""
"636","20/21","UEFA Champions League","Group Stage","10/20/20","H","FC Barcelona","Ferencvarosi TC","5:01","CF ",27,1,"Penalty",""
"637","20/21","UEFA Champions League","Group Stage","10/28/20","A","FC Barcelona","Juventus FC","0:02","CF ",901,0.02,"Penalty",""
"638","20/21","UEFA Champions League","Group Stage","11-04-20","H","FC Barcelona","Dynamo Kyiv","2:01","RW ",5,1,"Penalty",""
"639","20/21","LaLiga","9","11/07-20","H","FC Barcelona","Real Betis Balompie","5:02","CF",61,3.01,"Penalty",""
"640","20/21","LaLiga","9","11/07-20","H","FC Barcelona","Real Betis Balompie","5:02","CF",82,4.02,"Left-footed shot","Sergi Roberto"
"641","20/21","LaLiga","11","11/29/20","H","FC Barcelona","CA Osasuna","4:00","RW ",73,4,"Left-footed shot","Francisco TrincÃ£o"
"642","20/21","LaLiga","13","12/13/20","H","FC Barcelona","Levante UD","1:00","CF ",76,1,"Left-footed shot","Frenkie de Jong"
"643","20/21","LaLiga","14","12/19/20","H","FC Barcelona","Valencia CF","2:02","CF ",454,1.01,"Header",""
"644","20/21","LaLiga","15","12/22/20","A","FC Barcelona","Real Valladolid CF","0:03","AM ",65,0.03,"Left-footed shot","Pedri"
"645","20/21","LaLiga","2","01/06-21","A","FC Barcelona","Athletic Bilbao","2:03","CF ",38,1.02,"Left-footed shot","Pedri"
"646","20/21","LaLiga","2","01/06-21","A","FC Barcelona","Athletic Bilbao","2:03","CF ",62,1.03,"Left-footed shot","Antoine Griezmann"
"647","20/21","LaLiga","18","01/09-21","A","FC Barcelona","Granada CF","0:04","CF ",35,0.02,"Left-footed shot","Antoine Griezmann"
"648","20/21","LaLiga","18","01/09-21","A","FC Barcelona","Granada CF","0:04","CF ",42,0.03,"Direct free kick",""
"649","20/21","Copa del Rey","Round of 16","1/27/21","A","FC Barcelona","Rayo Vallecano","1:02","CF ",69,1.01,"Left-footed shot","Antoine Griezmann"
"650","20/21","LaLiga","21","1/31/21","H","FC Barcelona","Athletic Bilbao","2:01","CF ",20,1,"Direct free kick",""
"651","20/21","LaLiga","22","02/07-21","A","FC Barcelona","Real Betis Balompie","2:03","CF",59,1.01,"Left-footed shot","Ousmane Dembele"
"652","20/21","LaLiga","23","2/13/21","H","FC Barcelona","Deportivo Alaves","5:01","CF ",451,2,"Left-footed shot","Sergio Busquets"
"653","20/21","LaLiga","23","2/13/21","H","FC Barcelona","Deportivo Alaves","5:01","CF ",75,4.01,"Left-footed shot","Antoine Griezmann"
"654","20/21","UEFA Champions League","last 16","2/16/21","H","FC Barcelona","Paris Saint-Germain","1:04","CF ",27,1,"Penalty",""
"655","20/21","LaLiga","24","2/21/21","H","FC Barcelona","Cadiz CF","1:01","CF ",32,1,"Penalty",""
"656","20/21","LaLiga","1","2/24/21","H","FC Barcelona","Elche CF","3:00","CF ",48,1,"Left-footed shot","Martin Braithwaite"
"657","20/21","LaLiga","1","2/24/21","H","FC Barcelona","Elche CF","3:00","CF ",68,2,"Left-footed shot","Frenkie de Jong"
"658","20/21","LaLiga","25","2/27/21","A","FC Barcelona","Sevilla FC","0:02","CF ",85,0.02,"Right-footed shot","Ilaix Moriba"
"659","20/21","UEFA Champions League","last 16","03/10-21","A","FC Barcelona","Paris Saint-Germain","1:01","SS ",37,1.01,"Long distance kick","Pedri"
"660","20/21","LaLiga","27","3/15/21","H","FC Barcelona","SD Huesca","4:01","SS ",13,1,"Left-footed shot","Sergio Busquets"
"661","20/21","LaLiga","27","3/15/21","H","FC Barcelona","SD Huesca","4:01","SS ",90,4.01,"Left-footed shot","Francisco TrincÃ£o"
"662","20/21","LaLiga","28","3/21/21","A","FC Barcelona","Real Sociedad","1:06","SS ",56,0.04,"Left-footed shot","Sergio Busquets"
"663","20/21","LaLiga","28","3/21/21","A","FC Barcelona","Real Sociedad","1:06","SS ",89,1.06,"Left-footed shot","Jordi Alba"
"664","20/21","Copa del Rey","Final","4/17/21","A","FC Barcelona","Athletic Bilbao","0:04","CF ",68,0.03,"Left-footed shot","Frenkie de Jong"
"665","20/21","Copa del Rey","Final","4/17/21","A","FC Barcelona","Athletic Bilbao","0:04","CF ",72,0.04,"Left-footed shot","Jordi Alba"
"666","20/21","LaLiga","31","4/22/21","H","FC Barcelona","Getafe CF","5:02","CF ",8,1,"Left-footed shot","Sergio Busquets"
"667","20/21","LaLiga","31","4/22/21","H","FC Barcelona","Getafe CF","5:02","CF ",33,3.01,"Left-footed shot",""
"668","20/21","LaLiga","33","4/29/21","H","FC Barcelona","Granada CF","1:02","CF ",23,1,"Left-footed shot","Antoine Griezmann"
"669","20/21","LaLiga","34","05-02-21","A","FC Barcelona","Valencia CF","2:03","CF ",57,1.01,"Left-footed shot",""
"670","20/21","LaLiga","34","05-02-21","A","FC Barcelona","Valencia CF","2:03","CF ",69,1.03,"Direct free kick",""
"671","20/21","LaLiga","36","05/11-21","A","FC Barcelona","Levante UD","3:03","SS ",25,0.01,"Left-footed shot",""
"672","20/21","LaLiga","37","5/16/21","H","FC Barcelona","Celta de Vigo","1:02","SS ",28,1,"Header","Sergio Busquets"
"673","21/22","UEFA Champions League","Group Stage","9/28/21","H","Paris Saint-Germain","Manchester City","2:00","RW",74,2,"Left-footed shot","Kylian Mbappe"
"674","21/22","UEFA Champions League","Group Stage","10/19/21","H","Paris Saint-Germain","RB Leipzig","3:02","RW",67,2.02,"Left-footed shot","Kylian Mbappe"
"675","21/22","UEFA Champions League","Group Stage","10/19/21","H","Paris Saint-Germain","RB Leipzig","3:02","RW",74,3.02,"Penalty",""
"676","21/22","Ligue 1","14","11/20/21","H","Paris Saint-Germain","FC Nantes","3:01","RW",87,3.01,"Left-footed shot","Kylian Mbappe"
"677","21/22","UEFA Champions League","Group Stage","12/07-21","H","Paris Saint-Germain","Club Brugge KV","4:01","CF",38,3,"Left-footed shot","Kylian Mbappe"
"678","21/22","UEFA Champions League","Group Stage","12/07-21","H","Paris Saint-Germain","Club Brugge KV","4:01","CF",76,4.01,"Penalty",""
"679","21/22","Ligue 1","23","02/06-22","A","Paris Saint-Germain","LOSC Lille","1:05","CF",38,1.03,"Left-footed shot",""
"680","21/22","Ligue 1","30","04-03-22","H","Paris Saint-Germain","FC Lorient","5:01","RW",73,4.01,"Left-footed shot","Kylian Mbappe"
"681","21/22","Ligue 1","34","4/23/22","H","Paris Saint-Germain","RC Lens","1:01","RW",68,1,"Left-footed shot","Neymar"
"682","21/22","Ligue 1","37","5/14/22","A","Paris Saint-Germain","Montpellier","0:04","CF",6,0.01,"Left-footed shot","Kylian Mbappé"
"683","21/22","Ligue 1","37","5/14/22","A","Paris Saint-Germain","Montpellier","0:04","CF",20,0.02,"Left-footed shot","Kylian Mbappé"
"684","21/22","Trophée des Champions","Final","7/31/22","H","Paris Saint-Germain","FC Nantes","4:00","CF",22,1,"Right-footed shot",""
"685","21/22","Ligue 1","1","08/06-22","A","Paris Saint-Germain","Clermont Foot","0:05","CF",80,0.04,"Left-footed shot","Neymar"
"686","21/22","Ligue 1","1","08/06-22","A","Paris Saint-Germain","Clermont Foot","0:05","CF",86,0.05,"Left-footed shot","Leandro Paredes"
"687","22/23","Troph�e des Champions","Final","7/31/22","H","Paris Saint-Germain","FC Nantes","4:00","CF",22,1,"Right-footed shot",""
"688","22/23","Ligue 1","1","08/06-22","A","Paris Saint-Germain","Clermont Foot","0:05","CF",80,0.04,"Left-footed shot","Neymar"
"689","22/23","Ligue 1","1","08/06-22","A","Paris Saint-Germain","Clermont Foot","0:05","CF",86,0.05,"Left-footed shot","Leandro Paredes"
"690","22/23","Ligue 1","3","8/21/22","A","Paris Saint-Germain","LOSC Lille","1:07","AM",27,0.02,"Right-footed shot","Nuno Mendes"
"691","22/23","Champions League","Group Stage","9/14/22","A","Paris Saint-Germain","Maccabi Haifa","1:03","SS",37,1.01,"Left-footed shot",""
"692","22/23","Ligue 1","8","9/18/22","A","Paris Saint-Germain","Olympique Lyon","0:01","AM",5,0.01,"Left-footed shot","Neymar"
"693","22/23","Ligue 1","9","10/1/22","H","Paris Saint-Germain","OGC Nice","2:1","AM",28,1,"Direct free kick",""
"694","22/23","UEFA Champions League","Group Stage","10/5/22","A","Paris Saint-Germain","SL Benfica","1:1","AM",22,0.1,"Left-footed shot","Neymar"
"695","22/23","Ligue 1","12","10/21/22","A","Paris Saint-Germain","AC Ajaccio","0:3","CF",78,0.2,"Left-footed shot","Kylian Mbappe"
"696","22/23","UEFA Champions League","Group Stage","10/25/22","H","Paris Saint-Germain","Maccabi Haifa","7:2","SS",19,1,"Left-footed shot","Kylian Mbappe"
"697","22/23","UEFA Champions League","Group Stage","10/25/22","H","Paris Saint-Germain","Maccabi Haifa","7:2","SS",44,4.1,"Left-footed shot","Kylian Mbappe"
"698","22/23","Ligue 1","13","10/29/22","H","Paris Saint-Germain","ESTAC Troyes","4:3","RW",55,2.2,"Left-footed shot","Sergio Ramos"
"699","22/23","Ligue 1","18","1/11/23","H","Paris Saint-Germain","Angers SCO","2:0","AM",72,2,"Right-footed shot","Nordi Mukiele"
"700","22/23","Ligue 1","21","2/1/23","A","Paris Saint-Germain","Montpellier HSC","1:3","SS",72,0.2,"Left-footed shot","Fabián Ruiz"
"701","22/23","Ligue 1","22","2/4/23","H","Paris Saint-Germain","FC Toulouse","2:1","SS",58,2.1,"Left-footed shot","Achraf Hakimi"
"702","22/23","Ligue 1","24","2/19/23","H","Paris Saint-Germain","LOSC Lille","4:3","CF",905,4.3,"Direct free kick","	"
"703","22/23","Ligue 1","25","2/26/23","A","Paris Saint-Germain","Olympique Marseille","0:3","CF",29,0.2,"Right-footed shot","Kylian Mbappé"
"704","22/23","Ligue 1","26","3/4/23","H","Paris Saint-Germain","FC Nantes","4:2","CF",12,1,"Left-footed shot",""
